lat,lon,time,task_type,pred_temperature_2m,actual_temperature_2m,error_temperature_2m,pred_relative_humidity_2m,actual_relative_humidity_2m,error_relative_humidity_2m,pred_shortwave_radiation,actual_shortwave_radiation,error_shortwave_radiation,pred_cloud_cover,actual_cloud_cover,error_cloud_cover,pred_snow_depth,actual_snow_depth,error_snow_depth,pred_snowfall,actual_snowfall,error_snowfall,pred_wind_speed_10m,actual_wind_speed_10m,error_wind_speed_10m,pred_weather_code,actual_weather_code,error_weather_code,pred_freezing_level_height,actual_freezing_level_height,error_freezing_level_height,pred_surface_pressure,actual_surface_pressure,error_surface_pressure
46.777796,12.330046,2025-05-23T06:00:00,validate,-3.119108811253953,-3.1999999999999997,0.08089118874604662,82.87693896484375,83.0,-0.12306103515625466,89.04666666666667,93.73333333333333,-4.686666666666667,100.0,100.0,0.0,0.15333333333333332,0.15333333333333332,0.0,0,0.0,0.0,6.733333333333335,6.733333333333334,8.881784197001252e-16,3.0,3.0,0.0,2282.306103515625,2270.0,12.306103515625182,751.6983688033428,750.2000000000002,1.4983688033426006
46.777796,12.330046,2025-05-23T09:00:00,validate,-1.4524421445872866,-1.5333333333333334,0.08089118874604684,70.21027229817709,70.33333333333333,-0.12306103515624045,496.46999999999997,522.6,-26.130000000000052,98.66666666666669,98.66666666666667,1.4210854715202004e-14,0.21000000000000002,0.21,2.7755575615628914e-17,0,0.0,0.0,13.733333333333336,13.733333333333334,1.7763568394002505e-15,3.0,3.0,0.0,2282.306103515625,2270.0,12.306103515625182,752.9623309223259,751.4666666666667,1.4956642556592215
46.777796,12.330046,2025-05-23T12:00:00,validate,1.0160275538683472,0.9333333333333335,0.08269422053501374,52.5436056315104,52.666666666666664,-0.12306103515626177,778.3983333333334,819.3666666666667,-40.96833333333325,70.0,70.0,0.0,0.19666666666666668,0.19666666666666668,0.0,0,0.0,0.0,16.499999999999996,16.499999999999996,0.0,2.0,2.0,0.0,2372.306103515625,2360.0,12.306103515625182,754.2623309223259,752.7666666666668,1.4956642556591078
46.777796,12.330046,2025-05-23T15:00:00,validate,1.679989672851564,1.6000000000000003,0.07998967285156366,48.876938964843745,49.0,-0.12306103515625466,634.3783333333333,667.7666666666667,-33.38833333333332,76.00000000000001,76.0,1.4210854715202004e-14,0.18333333333333338,0.18333333333333335,2.7755575615628914e-17,0,0.0,0.0,15.900000000000002,15.9,1.7763568394002505e-15,2.0,2.0,0.0,2452.306103515625,2440.0,12.306103515625182,754.1308006207812,752.6333333333332,1.4974672874479893
46.781026,12.330316,2025-05-23T06:00:00,validate,-3.233405940188656,-3.1666666666666665,-0.0667392735219896,83.10699853515627,83.0,0.106998535156265,89.04666666666668,93.73333333333333,-4.686666666666653,100.0,100.0,0.0,0.15333333333333332,0.15333333333333332,0.0,0,0.0,0.0,6.733333333333334,6.733333333333334,0.0,3.0,3.0,0.0,2259.300146484375,2270.0,-10.699853515624909,749.7553544187391,751.0,-1.2446455812608974
46.781026,12.330316,2025-05-23T09:00:00,validate,-1.5667392735219896,-1.5,-0.0667392735219896,70.44033186848958,70.33333333333333,0.1069985351562508,496.46999999999997,522.6,-26.130000000000052,98.66666666666669,98.66666666666667,1.4210854715202004e-14,0.21000000000000002,0.21,2.7755575615628914e-17,0,0.0,0.0,13.733333333333334,13.733333333333334,0.0,3.0,3.0,0.0,2259.300146484375,2270.0,-10.699853515624909,750.9229576768489,752.1666666666666,-1.2437089898177192
46.781026,12.330316,2025-05-23T12:00:00,validate,0.9665940598113438,1.0333333333333332,-0.06673927352198938,52.773665201822915,52.666666666666664,0.1069985351562508,778.3983333333333,819.3666666666667,-40.96833333333336,70.0,70.0,0.0,0.19666666666666668,0.19666666666666668,0.0,0,0.0,0.0,16.499999999999996,16.499999999999996,0.0,2.0,2.0,0.0,2349.300146484375,2360.0,-10.699853515624909,752.2220210854058,753.4666666666667,-1.2446455812608974
46.781026,12.330316,2025-05-23T15:00:00,validate,1.533260726478011,1.6000000000000003,-0.06673927352198938,49.10699853515625,49.0,0.1069985351562508,634.3783333333334,667.7666666666667,-33.38833333333321,76.0,76.0,0.0,0.18333333333333338,0.18333333333333335,2.7755575615628914e-17,0,0.0,0.0,15.9,15.9,0.0,2.0,2.0,0.0,2429.300146484375,2440.0,-10.699853515624909,752.1553544187391,753.4,-1.2446455812608974
46.786408,10.879536,2025-05-23T06:00:00,validate,-7.4286080220672295,-6.7,-0.7286080220672293,85.91627518013775,84.66666666666667,1.249608513471074,82.92813434456474,87.43333333333334,-4.505198988768598,93.39909255628287,93.33333333333333,0.06575922294953784,0.7493835072848479,0.75,-0.0006164927151520727,0,0.0,0.0,4.86177745166057,4.8999999999999995,-0.038222548339429174,3.51785388072774,3.0,0.5178538807277402,2615.478425296135,2730.0,-114.5215747038651,704.7820117454194,718.1333333333333,-13.351321587913958
46.786408,10.879536,2025-05-23T09:00:00,validate,-6.655365433105608,-5.933333333333334,-0.7220320997722744,77.50896272098615,76.33333333333333,1.175629387652819,494.58729169456905,521.3333333333334,-26.746041638764325,78.57582046795982,78.33333333333333,0.24248713462648652,0.8729634377042422,0.8733333333333334,-0.000369895629091177,0,0.0,0.0,5.297576755854513,5.333333333333333,-0.03575657747882044,3.0,3.0,0.0,2615.478425296135,2730.0,-114.5215747038651,706.0165780641831,719.3666666666667,-13.350088602483538
46.786408,10.879536,2025-05-23T12:00:00,validate,-4.375957916992464,-3.6666666666666665,-0.7092912503257973,65.69022785124865,64.66666666666667,1.023561184581979,917.0315420403102,965.6666666666666,-48.6351246263564,39.15206820307085,39.0,0.15206820307084712,0.8728812386755552,0.8733333333333334,-0.00045209465777817925,0,0.0,0.0,7.546853446351558,7.5,0.04685344635155797,2.0,2.0,0.0,2615.478425296135,2730.0,-114.5215747038651,707.4511443829466,720.8000000000001,-13.34885561705346
46.786408,10.879536,2025-05-23T15:00:00,validate,-2.811757221186406,-2.1,-0.711757221186406,64.9824616702385,64.0,0.982461670238493,800.0075908915265,842.5,-42.49240910847345,30.736535841050568,30.666666666666668,0.06986917438389995,0.8593424077705044,0.86,-0.0006575922294955738,0,0.0,0.0,8.964157969090936,8.933333333333332,0.030824635757603858,2.0,2.0,0.0,2615.478425296135,2730.0,-114.5215747038651,708.1811897551324,721.5333333333333,-13.352143578200867
46.787054,10.842526,2025-05-23T06:00:00,validate,-7.847263810461034,-8.5,0.6527361895389658,84.61028873697919,85.66666666666667,-1.0563779296874856,92.94166666666666,97.83333333333333,-4.891666666666666,71.33333333333333,71.33333333333333,0.0,1.3333333333333333,1.3333333333333333,0.0,0,0.0,0.0,21.8,21.8,0.0,3.0,3.0,0.0,3205.63779296875,3100.0,105.63779296875009,695.9900480666065,683.7666666666668,12.22338139993974
46.787054,10.842526,2025-05-23T09:00:00,validate,-7.7472638104610345,-8.4,0.6527361895389658,81.94362207031249,83.0,-1.056377929687514,577.3149999999999,607.6999999999999,-30.38499999999999,75.0,75.0,0.0,1.3733333333333335,1.3733333333333333,2.220446049250313e-16,0,0.0,0.0,20.099999999999994,20.099999999999998,-3.552713678800501e-15,2.0,2.0,0.0,3205.63779296875,3100.0,105.63779296875009,696.8567147332731,684.6333333333333,12.22338139993974
46.787054,10.842526,2025-05-23T12:00:00,validate,-6.180597143794367,-6.833333333333333,0.6527361895389658,73.27695540364583,74.33333333333333,-1.0563779296874998,951.0766666666666,1001.1333333333333,-50.05666666666673,32.0,32.0,0.0,1.3566666666666667,1.3566666666666667,0.0,0,0.0,0.0,15.7,15.700000000000001,-1.7763568394002505e-15,2.0,2.0,0.0,3205.63779296875,3100.0,105.63779296875009,698.1244089594778,685.9,12.224408959477842
46.787054,10.842526,2025-05-23T15:00:00,validate,-4.847263810461034,-5.5,0.6527361895389658,70.61028873697917,71.66666666666667,-1.0563779296874998,822.0666666666667,865.3333333333334,-43.26666666666665,33.666666666666664,33.666666666666664,0.0,1.3366666666666667,1.336666666666667,-2.220446049250313e-16,0,0.0,0.0,14.933333333333332,14.933333333333332,0.0,1.0,1.0,0.0,3205.63779296875,3100.0,105.63779296875009,698.9597974118874,686.7333333333332,12.226464078554159
46.799324,12.48285,2025-05-23T06:00:00,validate,-4.207855743901794,-4.433333333333333,0.22547758943153884,84.94339534505208,85.33333333333333,-0.3899379882812468,89.52166666666668,94.23333333333333,-4.711666666666659,100.0,100.0,0.0,0.45,0.45,0.0,0,0.0,0.0,12.8,12.799999999999999,1.7763568394002505e-15,3.0,3.0,0.0,2538.9937988281245,2500.0,38.993798828124454,750.883775470997,746.6,4.283775470996943
46.799324,12.48285,2025-05-23T09:00:00,validate,-3.1745224105684606,-3.4,0.22547758943153928,80.94339534505208,81.33333333333333,-0.3899379882812468,522.0566666666667,549.5333333333334,-27.476666666666688,100.0,100.0,0.0,0.45999999999999996,0.46,-5.551115123125783e-17,0,0.0,0.0,12.666666666666666,12.666666666666666,0.0,3.0,3.0,0.0,2538.9937988281245,2500.0,38.993798828124454,752.0504421376637,747.7666666666668,4.283775470996943
46.799324,12.48285,2025-05-23T12:00:00,validate,-0.8411890772351276,-1.0666666666666667,0.22547758943153906,70.27672867838542,70.66666666666667,-0.3899379882812468,869.7883333333332,915.5666666666666,-45.77833333333342,84.0,84.0,0.0,0.45333333333333337,0.45333333333333337,0.0,0,0.0,0.0,12.300000000000002,12.300000000000002,0.0,2.0,2.0,0.0,2538.9937988281245,2500.0,38.993798828124454,753.4875064180571,749.1999999999999,4.287506418057205
46.799324,12.48285,2025-05-23T15:00:00,validate,-0.0411890772351276,-0.26666666666666666,0.22547758943153906,66.61006201171875,67.0,-0.3899379882812468,669.6233333333333,704.8666666666667,-35.24333333333334,88.33333333333331,88.33333333333333,-1.4210854715202004e-14,0.44,0.44,0.0,0,0.0,0.0,13.966666666666667,13.966666666666667,0.0,3.0,3.0,0.0,2538.9937988281245,2500.0,38.993798828124454,753.4208397513904,749.1333333333333,4.287506418057092
46.815218,10.767831,2025-05-23T06:00:00,validate,-8.62777569206513,-8.733333333333333,0.10555764126820222,91.49945621744793,91.66666666666667,-0.16721044921874295,84.64500000000001,89.10000000000001,-4.454999999999998,88.66666666666669,88.66666666666667,1.4210854715202004e-14,1.1766666666666665,1.1766666666666665,0.0,0,0.0,0.0,21.033333333333335,21.033333333333335,0.0,3.0,3.0,0.0,3106.7210449218755,3090.0,16.721044921875546,694.5281322868663,692.5666666666666,1.9614656201996468
46.815218,10.767831,2025-05-23T09:00:00,validate,-7.861421940470861,-7.966666666666666,0.10524472619580472,85.83278955078126,86.0,-0.16721044921874295,475.4433333333334,500.4666666666667,-25.023333333333312,85.66666666666669,85.66666666666667,1.4210854715202004e-14,1.2066666666666668,1.2066666666666668,0.0,0,0.0,0.0,17.933333333333334,17.933333333333334,0.0,71.00000000000001,71.0,1.4210854715202004e-14,3106.7210449218755,3090.0,16.721044921875546,695.7287581170112,693.7666666666668,1.9620914503444737
46.815218,10.767831,2025-05-23T12:00:00,validate,-6.661109025398462,-6.766666666666666,0.105557641268204,80.83278955078124,81.0,-0.16721044921875716,912.8549999999999,960.9,-48.04500000000007,66.66666666666667,66.66666666666667,0.0,1.1866666666666668,1.1866666666666665,2.220446049250313e-16,0,0.0,0.0,17.166666666666668,17.166666666666664,3.552713678800501e-15,2.0,2.0,0.0,3106.7210449218755,3090.0,16.721044921875546,696.9287581170111,694.9666666666666,1.9620914503444737
46.815218,10.767831,2025-05-23T15:00:00,validate,-5.7941294436594,-5.900000000000001,0.1058705563406015,82.16612288411457,82.33333333333333,-0.16721044921875716,725.0716666666666,763.2333333333332,-38.16166666666663,76.0,76.0,0.0,1.3026310494466147,1.1633333333333333,0.13929771611328134,0.13929771611328126,0.14,-0.000702283886718752,17.466666666666665,17.466666666666665,0.0,85.0,85.0,0.0,3106.7210449218755,3090.0,16.721044921875546,697.1957376987501,695.2333333333332,1.9624043654168872
46.829694,12.296404,2025-05-23T06:00:00,validate,-2.24598118351542,-2.6333333333333333,0.3873521498179131,76.4814064584465,77.0,-0.5185935415534999,94.38116554741539,99.06666666666666,-4.6855011192512706,100.0,100.0,0.0,0.1617483947063701,0.16,0.0017483947063700878,0,0.0,0.0,10.025674988006656,9.966666666666667,0.05900832133998968,3.0,3.0,0.0,2387.922730520125,2320.0,67.92273052012479,768.0289639134484,760.5666666666666,7.462297246781759
46.829694,12.296404,2025-05-23T09:00:00,validate,-0.7383319566750511,-1.1333333333333333,0.39500137665828217,68.42676912387243,69.0,-0.5732308761275675,538.6966889333748,566.8000000000001,-28.103311066625224,78.6665754818036,78.0,0.6665754818036049,0.2218576693755182,0.22,0.001857669375518206,0,0.0,0.0,17.977061437965197,18.066666666666666,-0.08960522870146903,3.0,3.0,0.0,2387.922730520125,2320.0,67.92273052012479,769.3666682335477,761.9,7.4666682335476935
46.829694,12.296404,2025-05-23T12:00:00,validate,1.5605752966334676,1.1666666666666667,0.39390862996680087,51.74917499029097,52.333333333333336,-0.5841583430423682,881.1835189089543,926.4666666666667,-45.28314775771241,70.08200159429263,70.33333333333333,-0.25133173904069395,0.20841506137303678,0.20666666666666667,0.0017483947063701155,0,0.0,0.0,17.38962346567408,17.433333333333334,-0.043709867659252666,1.9672175992555605,2.0,-0.0327824007444395,2423.6059251644583,2356.6666666666665,66.9392584977918,770.5043725536472,763.0333333333334,7.471039220313742
46.829694,12.296404,2025-05-23T15:00:00,validate,2.1261492166086526,1.7333333333333334,0.39281588327531924,50.71639258954653,51.333333333333336,-0.616940743786806,631.5347388729544,662.1333333333333,-30.598594460378877,66.02185493382963,66.0,0.021854933829629886,0.1981965120347405,0.19666666666666668,0.0015298453680738233,0,0.0,0.0,15.898907253308519,15.9,-0.0010927466914818496,2.0,2.0,0.0,2478.9612958013477,2413.3333333333335,65.62796246801418,770.4076507937216,762.9333333333334,7.474317460388193
46.832951,12.65344,2025-05-23T06:00:00,validate,-3.4963177246093746,-3.5,0.003682275390625378,74.32766829427082,74.33333333333333,-0.005665039062506594,85.72166666666666,90.23333333333333,-4.51166666666667,99.99999999999999,100.0,-1.4210854715202004e-14,0.39333333333333326,0.3933333333333333,-5.551115123125783e-17,0,0.0,0.0,19.76666666666667,19.76666666666667,0.0,3.0,3.0,0.0,2160.5665039062496,2160.0,0.5665039062496362,754.1209331629551,754.0333333333333,0.08759982962180857
46.832951,12.65344,2025-05-23T09:00:00,validate,-1.7963177246093742,-1.8,0.003682275390625822,66.66100162760416,66.66666666666667,-0.005665039062506594,463.28333333333336,487.6666666666667,-24.383333333333326,99.99999999999999,100.0,-1.4210854715202004e-14,0.44,0.44,0.0,0,0.0,0.0,23.3,23.3,0.0,3.0,3.0,0.0,2167.2331705729166,2166.6666666666665,0.566503906250091,755.6891090112273,755.6,0.089109011227265
46.832951,12.65344,2025-05-23T12:00:00,validate,0.8703489420572921,0.8666666666666666,0.003682275390625489,52.9943349609375,53.0,-0.005665039062499488,842.5866666666667,886.9333333333334,-44.34666666666669,84.66666666666667,84.66666666666667,0.0,0.43333333333333335,0.43333333333333335,0.0,0,0.0,0.0,20.73333333333333,20.73333333333333,0.0,3.0,3.0,0.0,2260.56650390625,2260.0,0.566503906250091,757.2572848594995,757.1666666666666,0.09061819283283512
46.832951,12.65344,2025-05-23T15:00:00,validate,1.3370156087239589,1.3333333333333333,0.0036822753906256,51.66100162760416,51.666666666666664,-0.005665039062506594,698.2816666666665,735.0333333333333,-36.75166666666678,62.333333333333336,62.333333333333336,0.0,0.42,0.42,0.0,0,0.0,0.0,20.999999999999996,21.0,-3.552713678800501e-15,1.0,1.0,0.0,2320.56650390625,2320.0,0.566503906250091,757.0542664962885,756.9666666666667,0.08759982962180857
46.835931,10.729114,2025-05-23T06:00:00,validate,-10.422439114814225,-10.5,0.07756088518577542,99.54337174479168,99.66666666666667,-0.12329492187498658,67.51333333333332,71.06666666666666,-3.5533333333333417,100.0,100.0,0.0,1.2666666666666666,1.2666666666666666,0.0,0,0.0,0.0,21.1,21.099999999999998,3.552713678800501e-15,77.0,77.0,0.0,3142.3294921875,3130.0,12.329492187499909,673.7689985572729,672.3333333333334,1.435665223939509
46.835931,10.729114,2025-05-23T09:00:00,validate,-9.88910578148089,-9.966666666666667,0.0775608851857772,95.21003841145831,95.33333333333333,-0.123294921875015,399.06333333333333,420.06666666666666,-21.00333333333333,97.33333333333333,97.33333333333333,0.0,1.5922976559895836,1.3133333333333335,0.27896432265625015,0.2789643226562501,0.28,-0.00103567734374993,18.8,18.8,0.0,77.0,77.0,0.0,3142.3294921875,3130.0,12.329492187499909,674.8681382859285,673.4333333333334,1.4348049525950728
46.835931,10.729114,2025-05-23T12:00:00,validate,-8.622439114814224,-8.700000000000001,0.0775608851857772,91.21003841145833,91.33333333333333,-0.1232949218750008,836.0950000000001,880.1,-44.00499999999988,99.66666666666669,99.66666666666667,1.4210854715202004e-14,1.2933333333333332,1.2933333333333332,0.0,0,0.0,0.0,16.466666666666665,16.466666666666665,0.0,77.0,77.0,0.0,3142.3294921875,3130.0,12.329492187499909,676.1664177432397,674.7333333333332,1.433084409906428
46.835931,10.729114,2025-05-23T15:00:00,validate,-7.68910578148089,-7.766666666666667,0.07756088518577631,90.876705078125,91.0,-0.1232949218750008,633.935,667.3000000000001,-33.36500000000012,93.00000000000001,93.0,1.4210854715202004e-14,1.4992232419921876,1.29,0.20922324199218756,0.20922324199218753,0.21,-0.0007767580078124614,17.366666666666664,17.366666666666664,0.0,85.0,85.0,0.0,3142.3294921875,3130.0,12.329492187499909,676.5348049525951,675.1,1.4348049525950728
46.83799,10.942419,2025-05-23T06:00:00,validate,-7.191191397234066,-7.766666666666667,0.5754752694326006,99.00127416076884,100.0,-0.998725839231156,74.51527469450366,78.33333333333333,-3.818058638829669,100.00000000000001,100.0,1.4210854715202004e-14,1.1011181776362542,1.0933333333333335,0.0077848443029207015,0,0.0,0.0,10.743029139419455,10.833333333333334,-0.09030419391387845,68.88252234960558,71.0,-2.11747765039442,3083.437112632701,2990.0,93.43711263270097,717.9310671436651,707.2666666666668,10.664400476998367
46.83799,10.942419,2025-05-23T09:00:00,validate,-6.9526681676987865,-7.533333333333334,0.5806651656345476,97.251569154871,98.33333333333333,-1.081764178462322,448.1621513569496,470.76666666666665,-22.604515309717044,97.8235435291338,98.0,-0.1764564708661993,1.2218565628686138,1.2166666666666666,0.005189896201947208,0,0.0,0.0,10.986624267515808,11.033333333333331,-0.046709065817523765,46.59872802547428,48.0,-1.40127197452572,3083.437112632701,2990.0,93.43711263270097,718.6362570398671,707.9666666666667,10.669590373200435
46.83799,10.942419,2025-05-23T12:00:00,validate,-4.6849635217917305,-5.266666666666667,0.5817031448749361,80.14777123083209,81.33333333333333,-1.1855621025012368,867.2428744424888,911.9333333333334,-44.69045889084464,81.64590708185888,81.66666666666667,-0.020759584807791498,1.2018565628686138,1.1966666666666665,0.005189896201947208,0,0.0,0.0,13.319721605567398,13.299999999999999,0.019721605567399436,2.0,2.0,0.0,3083.437112632701,2990.0,93.43711263270097,719.9654384562386,709.2999999999998,10.665438456238803
46.83799,10.942419,2025-05-23T15:00:00,validate,-3.418296855125063,-4.0,0.581703144874937,74.17891060804376,75.33333333333333,-1.1544227252895638,695.8165058698542,731.2333333333332,-35.41682746347908,79.82236355272508,79.66666666666667,0.1556968860584078,1.1591460170795138,1.153333333333333,0.0058126837461807135,0,0.0,0.0,15.60415191696156,15.600000000000001,0.004151916961559365,2.0,2.0,0.0,3083.437112632701,2990.0,93.43711263270097,720.3664764354792,709.6999999999999,10.66647643547924
46.839618,10.865568,2025-05-23T06:00:00,validate,-1.6517210838315117,-3.1999999999999997,1.548278916168488,79.16394340724156,81.66666666666667,-2.5027232594251103,100.58015017370244,105.96666666666665,-5.386516492964219,71.18317625037054,71.33333333333333,-0.1501570829627923,0.7187142632525231,0.7166666666666667,0.002047596585856404,0,0.0,0.0,2.882813906361301,2.8000000000000003,0.08281390636130093,3.0,3.0,0.0,2907.7242057467774,2660.0,247.72420574677744,795.2769366402721,766.5333333333333,28.74360330693878
46.839618,10.865568,2025-05-23T09:00:00,validate,-0.6580913843208425,-2.1999999999999997,1.5419086156791573,73.90796372270724,76.33333333333333,-2.425369610626092,557.0111924066479,586.7666666666667,-29.755474260018786,84.3936537885525,84.66666666666667,-0.27301287811417296,0.8358814535290657,0.8333333333333334,0.002548120195732362,0,0.0,0.0,4.064729814316464,4.033333333333333,0.03139648098313064,3.0,3.0,0.0,2907.7242057467774,2660.0,247.72420574677744,796.507994866288,767.7666666666668,28.741328199621194
46.839618,10.865568,2025-05-23T12:00:00,validate,2.267506584132589,0.7333333333333334,1.5341732507992556,58.601931677185334,61.0,-2.398068322814666,949.4774731416516,999.7666666666668,-50.28919352501521,43.83164205849626,44.0,-0.16835794150374284,0.8389417739842847,0.8366666666666666,0.0022751073176181524,0,0.0,0.0,9.806370300489329,9.799999999999999,0.00637030048932985,1.0,1.0,0.0,2907.7242057467774,2660.0,247.72420574677744,798.1399631352308,769.4000000000001,28.73996313523071
46.839618,10.865568,2025-05-23T15:00:00,validate,3.531443122018114,2.0,1.5314431220181142,56.601931677185334,59.0,-2.398068322814666,807.681366034488,850.3333333333334,-42.65196729884542,28.80434077068484,29.0,-0.19565922931516155,0.8219110901467993,0.82,0.0019110901467993546,0,0.0,0.0,10.359841344713812,10.366666666666667,-0.006825321952854679,2.0,2.0,0.0,2907.7242057467774,2660.0,247.72420574677744,798.4102699736053,769.6666666666666,28.743603306938667
46.839649,12.420596,2025-05-23T06:00:00,validate,-2.9475531813643814,-3.9666666666666663,1.019113485302285,82.10233634821468,83.66666666666667,-1.5643303184519937,98.93243724673823,104.10000000000001,-5.167562753261777,99.99999999999999,100.0,-1.4210854715202004e-14,0.2271921017086067,0.22666666666666668,0.0005254350419400255,0,0.0,0.0,14.060098728642417,14.066666666666668,-0.006567938024250708,4.339859356947056,3.0,1.3398593569470556,2645.234068797695,2480.0,165.23406879769482,765.3593090142643,746.2333333333332,19.125975680931106
46.839649,12.420596,2025-05-23T09:00:00,validate,-1.7828568961049907,-2.8000000000000003,1.0171431038950096,74.80184270500258,76.33333333333333,-1.5314906283307437,533.8931484503717,562.4,-28.506851549628323,99.99999999999999,100.0,-1.4210854715202004e-14,0.27372740961478836,0.2733333333333334,0.0003940762814549914,0,0.0,0.0,14.021180552267946,13.966666666666669,0.05451388560127768,3.0,3.0,0.0,2645.234068797695,2480.0,165.23406879769482,766.491328759993,747.3666666666668,19.124662093326265
